Cycle State,Cycle Time ms
RW,46.6
1,20.0
2,25.2
0,1.7
RW,46.9
1,17.6
2,25.5
0,1.7
RW,44.8
1,18.2
2,25.7
0,1.6
RW,45.5
1,19.3
2,25.0
0,1.9
RW,46.2
1,17.3
2,25.6
0,1.7
RW,44.6
1,18.8
2,25.8
0,1.6
RW,46.2
1,18.5
2,25.2
0,1.6
RW,45.3
1,17.8
2,25.2
0,1.5
RW,44.5
1,14.8
2,24.9
0,1.6
RW,41.3
1,19.7
2,24.5
0,1.7
RW,45.9
1,19.0
2,29.2
0,1.5
RW,49.7
1,14.7
2,25.4
0,1.5
RW,41.6
1,18.8
2,25.3
0,1.7
RW,45.8
1,17.7
2,25.9
0,1.6
RW,45.2
1,18.9
2,25.4
0,1.6
RW,45.9
1,18.6
2,25.0
0,1.3
RW,44.9
1,19.3
2,23.9
0,1.9
RW,45.1
1,14.2
2,25.0
0,1.5
RW,40.7
1,19.1
2,25.0
0,1.6
RW,45.7
1,19.4
2,25.1
0,1.7
RW,46.2
1,19.1
2,25.5
0,1.9
RW,46.5
1,18.8
2,26.3
0,1.5
RW,46.6
1,17.7
2,25.3
0,1.6
RW,44.6
1,18.6
2,24.1
0,1.6
RW,44.3
1,18.6
2,24.7
0,1.9
RW,45.2
1,18.6
2,25.3
0,1.6
RW,45.5
1,15.3
2,24.6
0,1.6
RW,41.5
1,19.3
2,24.7
0,1.5
RW,45.5
1,17.5
2,24.7
0,1.8
RW,44.0
1,19.2
2,25.3
0,1.6
RW,46.1
1,18.8
2,25.0
0,1.6
RW,45.4
1,18.2
2,24.8
0,1.6
RW,44.6
1,18.7
2,25.5
0,1.7
RW,45.9
1,18.3
2,29.0
0,2.0
RW,49.3
1,13.9
2,24.9
0,1.6
RW,40.4
1,18.4
2,27.6
0,1.9
RW,47.9
1,16.3
2,24.6
0,1.6
RW,42.5
1,16.5
2,25.1
0,1.6
RW,43.2
1,19.4
2,25.8
0,1.7
RW,46.9
1,18.2
2,24.3
0,1.7
RW,44.2
1,19.5
2,23.8
0,1.8
RW,45.1
1,19.9
2,25.9
0,1.6
RW,47.4
1,19.2
2,25.5
0,2.1
RW,46.8
1,18.9
2,25.3
0,2.1
RW,46.3
1,18.6
2,24.5
0,1.8
RW,44.9
1,18.3
2,25.1
0,1.9
RW,45.3
1,18.3
2,25.1
0,1.9
RW,45.3
1,17.7
2,24.0
0,1.7
RW,43.4
1,17.5
2,24.2
0,2.0
RW,43.7
1,19.6
2,25.6
0,1.7
RW,46.9
1,17.8
2,25.1
0,1.6
RW,44.5
1,19.0
2,24.0
0,1.7
RW,44.7
1,19.6
2,24.9
0,1.7
RW,46.2
1,20.3
2,26.0
0,2.0
RW,48.3
1,17.2
2,24.4
0,1.9
RW,43.5
1,19.5
2,31.5
0,2.0
RW,53.0
1,11.5
2,24.7
0,1.6
RW,37.8
1,20.1
2,26.5
0,2.4
RW,49.0
1,17.2
2,25.5
0,1.7
RW,44.4
1,16.1
2,25.7
0,1.6
RW,43.4
1,19.2
2,25.0
0,1.6
RW,45.8
1,18.5
2,24.3
0,2.3
RW,45.1
1,20.1
2,25.5
0,1.6
RW,47.2
1,18.1
2,24.0
0,1.6
RW,43.7
1,19.9
2,25.2
0,2.0
RW,47.1
1,16.8
2,25.8
0,1.7
RW,44.3
1,17.4
2,25.7
0,1.4
RW,44.5
1,18.1
2,26.1
0,1.6
RW,45.8
1,17.4
2,24.8
0,1.6
RW,43.8
1,18.5
2,24.8
0,1.7
RW,45.0
1,19.4
2,24.2
0,1.7
RW,45.3
1,19.9
2,25.8
0,1.7
RW,47.4
1,18.5
2,25.2
0,1.6
RW,45.3
1,20.0
2,24.8
0,1.5
RW,46.3
1,20.1
2,26.1
0,2.1
RW,48.3
1,17.4
2,25.8
0,1.6
RW,44.8
1,18.8
2,25.9
0,1.6
RW,46.3
1,18.1
2,31.3
0,1.8
RW,51.2
1,11.5
2,24.2
0,1.5
RW,37.2
1,18.8
2,25.2
0,1.7
RW,45.7
1,19.0
2,25.1
0,1.7
RW,45.8
1,16.9
2,25.1
0,1.7
RW,43.7
1,19.9
2,25.6
0,1.7
RW,47.2
1,17.7
2,24.7
0,1.6
RW,44.0
1,18.4
2,26.8
0,1.8
RW,47.0
1,17.6
2,26.0
0,2.2
RW,45.8
1,18.0
2,25.4
0,1.5
RW,44.9
1,19.5
2,26.0
0,1.6
RW,47.1
1,18.9
2,25.4
0,1.6
RW,45.9
1,18.8
2,25.4
0,1.9
RW,46.1
1,16.7
2,25.4
0,1.6
RW,43.7
1,18.2
2,25.0
0,1.6
RW,44.8
1,16.4
2,24.8
0,1.6
RW,42.8
1,19.2
2,25.1
0,1.9
RW,46.2
1,19.3
2,26.0
0,1.7
RW,47.0
1,17.3
2,25.5
0,1.8
RW,44.6
1,18.1
2,24.8
0,1.5
RW,44.4
1,19.9
2,25.5
0,1.7
RW,47.1
1,18.4
2,24.8
0,1.6
RW,44.8
1,19.4
2,31.1
0,1.7
RW,52.2
1,11.8
2,25.2
0,1.7
RW,38.7
1,18.7
2,24.9
0,1.8
RW,45.4
1,19.6
2,25.5
0,2.1
RW,47.2
1,16.0
2,25.0
0,1.7
RW,42.7
1,19.2
2,27.0
0,1.4
RW,47.6
1,18.1
2,26.1
0,1.6
RW,45.8
1,17.8
2,24.8
0,2.1
RW,44.7
1,18.0
2,24.7
0,1.5
RW,44.2
1,19.1
2,24.9
0,1.6
RW,45.6
1,19.4
2,25.4
0,1.5
RW,46.3
1,18.6
2,24.3
0,1.6
RW,44.5
1,18.6
2,25.5
0,1.7
RW,45.8
1,17.7
2,25.3
0,1.8
RW,44.8
1,18.0
2,25.2
0,1.5
RW,44.7
1,18.5
2,23.8
0,1.8
RW,44.1
1,19.5
2,24.2
0,1.5
RW,45.2
1,20.4
2,23.7
0,1.5
RW,45.6
1,20.8
2,24.6
0,1.7
RW,47.1
1,19.4
2,23.6
0,1.6
RW,44.6
1,20.1
2,26.0
0,1.5
RW,47.6
1,17.7
2,25.0
0,1.5
RW,44.2
1,19.3
2,30.3
0,1.6
RW,51.2
1,13.0
2,25.0
0,1.7
RW,39.7
1,18.1
2,24.4
0,1.6
RW,44.1
1,19.7
2,25.3
0,1.6
RW,46.6
1,18.9
2,26.3
0,2.2
RW,47.4
1,16.9
2,24.6
0,1.6
RW,43.1
1,18.6
2,24.8
0,1.8
RW,45.2
1,17.5
2,24.7
0,1.6
RW,43.8
1,20.0
2,24.6
0,2.1
RW,46.7
1,19.5
2,25.0
0,2.2
RW,46.7
1,18.7
2,24.7
0,1.5
RW,44.9
1,19.6
2,24.8
0,1.8
RW,46.2
1,18.9
2,24.8
0,1.8
RW,45.5
1,18.6
2,24.5
0,1.6
RW,44.7
1,19.8
2,24.9
0,1.6
RW,46.3
1,19.0
2,24.5
0,1.8
RW,45.3
1,19.2
2,24.2
0,1.6
RW,45.0
1,19.1
2,25.8
0,1.6
RW,46.5
1,18.7
2,24.7
0,1.7
RW,45.1
1,19.5
2,24.8
0,1.6
RW,45.9
1,19.6
2,24.8
0,1.7
RW,46.1
1,19.6
2,24.1
0,1.7
RW,45.4
1,18.9
2,30.0
0,1.6
RW,50.5
1,13.1
2,25.8
0,1.6
RW,40.5
1,19.0
2,24.9
0,1.7
RW,45.6
1,18.0
2,26.0
0,1.7
RW,45.7
1,15.7
2,25.6
0,2.0
RW,43.3
1,19.2
2,24.8
0,1.6
RW,45.6
1,19.1
2,24.7
0,1.9
RW,45.7
1,18.5
2,25.1
0,1.5
RW,45.1
1,18.6
2,24.8
0,1.7
RW,45.1
1,18.4
2,26.1
0,1.6
RW,46.1
1,17.6
2,25.1
0,2.0
RW,44.7
1,18.1
2,25.4
0,1.7
RW,45.2
1,19.0
2,25.9
0,1.7
RW,46.6
1,19.0
2,24.2
0,1.7
RW,44.9
1,19.5
2,24.9
0,1.6
RW,46.0
1,17.6
2,24.1
0,1.6
RW,43.3
1,20.0
2,24.9
0,2.2
RW,47.1
1,18.2
2,24.6
0,1.6
RW,44.4
1,19.9
2,25.8
0,1.6
RW,47.3
1,17.5
2,24.0
0,1.9
RW,43.4
1,18.6
2,24.6
0,1.7
RW,44.9
1,20.5
2,23.6
0,1.6
RW,45.7
1,19.4
2,30.3
0,1.6
RW,51.3
1,13.1
2,25.0
0,1.7
RW,39.8
1,18.6
2,24.4
0,1.6
RW,44.6
1,19.4
2,23.8
0,1.5
RW,44.7
1,22.6
2,24.8
0,1.7
RW,49.1
1,19.1
2,24.8
0,1.5
RW,45.4
1,18.8
2,25.4
0,1.7
RW,45.9
1,18.7
2,24.9
0,1.8
RW,45.4
1,19.3
2,25.4
0,1.9
RW,46.6
1,18.2
2,26.0
0,1.9
RW,46.1
1,18.1
2,26.1
0,1.8
RW,46.0
1,17.4
2,24.4
0,1.5
RW,43.3
1,19.8
2,24.4
0,1.5
RW,45.7
1,18.8
2,24.9
0,1.6
RW,45.3
1,19.9
2,25.2
0,1.5
RW,46.6
1,16.7
2,26.2
0,1.9
RW,44.8
1,16.8
2,23.9
0,1.7
RW,42.4
1,19.3
2,27.0
0,1.5
RW,47.8
1,16.2
2,25.5
0,1.5
RW,43.2
1,18.4
2,25.1
0,1.7
RW,45.2
1,19.1
2,24.8
0,1.6
RW,45.5
1,17.7
2,24.4
0,1.6
RW,43.7
1,19.6
2,29.4
0,1.7
RW,50.7
1,13.9
2,25.8
0,1.6
RW,41.3
1,18.2
2,25.1
0,1.5
RW,44.8
1,19.0
2,24.6
0,1.6
RW,45.2
1,21.3
2,25.0
0,1.5
RW,47.8
1,19.0
2,23.6
0,1.5
RW,44.1
1,19.8
2,24.6
0,1.2
RW,45.6
1,19.8
2,25.0
0,1.5
RW,46.3
1,18.3
2,24.1
0,1.6
RW,44.0
1,19.7
2,24.5
0,1.5
RW,45.7
1,19.3
2,25.7
0,1.7
RW,46.7
1,18.4
2,25.5
0,1.5
RW,45.4
1,18.4
2,25.2
0,1.5
RW,45.1
1,18.1
2,25.4
0,1.5
RW,45.0
1,18.5
2,23.6
0,1.5
RW,43.6
1,21.8
2,24.9
0,1.6
RW,48.3
1,18.8
2,26.3
0,1.6
RW,46.7
1,16.8
2,24.3
0,1.5
RW,42.6
1,19.1
2,24.9
0,1.6
RW,45.6
1,17.4
2,26.2
0,1.5
RW,45.1
1,16.7
2,24.2
0,1.5
RW,42.4
1,18.7
2,24.5
0,1.7
RW,44.9
1,18.1
2,30.7
0,1.7
RW,50.5
1,13.4
2,25.3
0,2.1
RW,40.8
1,15.8
2,24.8
0,1.8
RW,42.4
1,20.0
2,25.3
0,1.8
RW,47.1
1,18.5
2,25.1
0,1.8
RW,45.4
1,17.2
2,24.2
0,2.0
RW,43.4
1,19.6
2,25.3
0,1.6
RW,46.5
1,18.2
2,24.4
0,1.7
RW,44.3
1,19.6
2,24.7
0,1.8
RW,46.1
1,18.6
2,25.1
0,1.9
RW,45.6
1,17.9
2,24.3
0,1.7
RW,43.9
1,19.6
2,25.4
0,1.7
RW,46.7
1,20.2
2,24.5
0,1.7
RW,46.4
1,18.8
2,25.0
0,1.8
RW,45.6
1,18.8
2,27.0
0,1.9
RW,47.7
1,16.8
2,25.5
0,1.9
RW,44.2
1,17.7
2,25.7
0,1.7
RW,45.1
1,17.8
2,24.4
0,1.8
RW,44.0
1,20.9
2,23.9
0,1.7
RW,46.5
1,20.3
2,24.8
0,1.6
RW,46.7
1,19.7
2,24.0
0,1.6
RW,45.3
1,21.2
2,25.1
0,1.6
RW,47.9
1,19.0
2,31.0
0,1.8
RW,51.8
1,12.1
2,25.1
0,1.5
RW,38.7
1,13.4
2,23.5
0,1.6
RW,38.5
1,19.1
2,25.2
0,1.5
RW,45.8
1,18.6
2,23.8
0,1.6
RW,44.0
1,19.1
2,25.7
0,1.9
RW,46.7
1,18.2
2,25.6
0,1.7
RW,45.5
1,20.0
2,24.7
0,1.6
RW,46.3
1,18.2
2,24.3
0,1.7
RW,44.2
1,19.0
2,25.0
0,1.6
RW,45.6
1,19.0
2,24.1
0,1.7
RW,44.8
1,18.2
2,24.9
0,1.9
RW,45.0
1,18.0
2,24.5
0,1.7
RW,44.2
1,23.7
2,24.2
0,1.7
RW,49.6
1,19.4
2,24.1
0,1.6
RW,45.1
1,18.3
2,25.1
0,1.8
RW,45.2
1,19.5
2,25.3
0,1.8
RW,46.6
1,17.7
2,25.3
0,1.5
RW,44.5
1,18.5
2,24.7
0,1.6
RW,44.8
1,18.2
2,23.9
0,1.6
RW,43.7
1,20.4
2,24.1
0,1.5
RW,46.0
1,21.2
2,25.5
0,1.5
RW,48.2
1,19.1
2,29.7
0,1.6
RW,50.4
1,13.9
2,24.9
0,1.5
RW,40.3
1,18.4
2,24.8
0,1.5
RW,44.7
1,19.5
2,25.5
0,1.7
RW,46.7
1,17.3
2,23.8
0,1.6
RW,42.7
1,19.3
2,25.2
0,1.7
RW,46.2
1,18.0
2,28.6
0,2.2
RW,48.8
1,14.3
2,24.6
0,1.6
RW,40.5
1,19.4
2,25.8
0,1.6
RW,46.8
1,18.3
2,25.7
0,1.7
RW,45.7
1,18.6
2,25.7
0,1.5
RW,45.8
1,18.8
2,25.2
0,1.5
RW,45.5
1,18.7
2,25.4
0,1.7
RW,45.8
1,20.0
2,24.5
0,1.6
RW,46.1
1,18.6
2,24.7
0,1.6
RW,44.9
1,18.5
2,24.7
0,1.8
RW,45.0
1,19.0
2,25.7
0,1.8
RW,46.5
1,18.1
2,26.4
0,1.8
RW,46.3
1,18.6
2,24.1
0,1.7
RW,44.4
1,20.5
2,24.2
0,1.7
RW,46.4
1,20.3
2,25.3
0,1.5
RW,47.1
1,19.2
2,25.1
0,1.5
RW,45.8
1,19.9
2,30.5
0,1.6
RW,52.0
1,13.8
2,25.4
0,1.7
RW,40.9
1,14.6
2,25.1
0,1.9
RW,41.6
1,17.5
2,24.8
0,1.7
RW,44.0
1,18.2
2,23.9
0,1.9
RW,44.0
1,19.1
2,28.9
0,1.6
RW,49.6
1,13.9
2,23.9
0,1.8
RW,39.6
1,17.7
2,25.8
0,1.2
RW,44.7
1,17.7
2,26.1
0,1.8
RW,45.6
1,18.5
2,24.3
0,1.8
RW,44.6
1,18.3
2,25.2
0,1.6
RW,45.1
1,15.7
2,24.5
0,1.5
RW,41.7
1,19.6
2,26.4
0,1.6
RW,47.6
1,18.0
2,24.1
0,1.9
RW,44.0
1,19.9
2,25.8
0,2.0
RW,47.7
1,17.1
2,24.7
0,1.7
RW,43.5
1,19.9
2,24.6
0,1.6
RW,46.1
1,19.0
2,25.1
0,1.7
RW,45.8
1,18.1
2,24.6
0,1.7
RW,44.4
1,19.1
2,25.4
0,1.7
RW,46.2
1,18.8
2,24.6
0,1.9
RW,45.3
1,19.3
2,25.8
0,2.0
RW,47.1
1,16.7
2,32.3
0,1.8
RW,50.8
1,6.5
2,25.6
0,1.8
RW,33.9
1,19.4
2,24.9
0,1.9
RW,46.2
1,18.3
2,26.2
0,1.7
RW,46.2
1,18.1
2,24.2
0,1.7
RW,44.0
1,20.0
2,25.4
0,1.8
RW,47.2
1,18.3
2,24.4
0,1.7
RW,44.4
1,19.6
2,25.6
0,1.8
RW,47.0
1,17.9
2,25.4
0,1.7
RW,45.0
1,19.2
2,24.5
0,2.2
RW,45.9
1,17.9
2,24.5
0,1.6
RW,44.0
1,16.1
2,25.1
0,1.6
RW,42.8
1,18.1
2,24.2
0,1.8
RW,44.1
1,19.3
2,25.7
0,1.8
RW,46.8
1,17.5
2,25.8
0,1.9
RW,45.2
1,18.2
2,26.5
0,1.6
RW,46.3
1,18.0
2,24.5
0,1.8
RW,44.3
1,20.5
2,25.6
0,1.8
RW,47.9
1,18.7
2,25.1
0,1.7
RW,45.5
1,18.2
2,25.2
0,1.8
RW,45.2
1,13.9
2,25.4
0,1.7
RW,41.0
1,18.8
2,24.3
0,1.7
RW,44.8
1,20.4
2,29.7
0,1.7
RW,51.8
1,13.3
2,24.3
0,1.9
RW,39.5
1,18.9
2,24.7
0,1.9
RW,45.5
1,19.5
2,26.1
0,2.0
RW,47.6
1,17.8
2,26.1
0,2.0
RW,45.9
1,18.4
2,24.2
0,1.6
RW,44.2
1,20.4
2,25.3
0,1.9
RW,47.6
1,17.8
2,25.5
0,1.5
RW,44.8
1,20.9
2,24.7
0,1.6
RW,47.2
1,13.6
2,24.5
0,1.6
RW,39.7
1,19.3
2,24.7
0,1.6
RW,45.6
1,19.5
2,24.8
0,1.5
RW,45.8
1,20.8
2,24.9
0,1.7
RW,47.4
1,19.6
2,25.5
0,1.9
RW,47.0
1,17.6
2,24.8
0,1.6
RW,44.0
1,19.2
2,25.8
0,2.0
RW,47.0
1,18.5
2,24.8
0,1.9
RW,45.2
1,18.5
2,25.2
0,1.6
RW,45.3
1,18.8
2,24.3
0,1.7
RW,44.8
1,19.4
2,25.2
0,2.2
RW,46.8
1,15.6
2,25.6
0,1.9
RW,43.1
1,19.0
2,25.1
0,2.2
RW,46.3
1,19.5
2,31.7
0,1.7
RW,52.9
1,12.2
2,25.2
0,2.0
RW,39.4
1,18.6
2,25.1
0,2.2
RW,45.9
1,18.8
2,25.1
0,1.8
RW,45.7
1,19.0
2,24.6
0,2.3
RW,45.9
1,18.3
2,26.1
0,1.8
RW,46.2
1,18.3
2,25.3
0,1.8
RW,45.4
1,18.9
2,25.9
0,1.7
RW,46.5
1,18.8
2,25.4
0,1.7
RW,45.9
1,20.4
2,24.6
0,1.8
RW,46.8
1,19.1
2,24.7
0,1.5
RW,45.3
1,25.1
2,25.2
0,1.7
RW,52.0
1,18.1
2,25.7
0,1.7
RW,45.5
1,20.7
2,24.6
0,1.6
RW,46.9
1,20.0
2,25.0
0,1.8
RW,46.8
1,19.0
2,25.2
0,1.8
RW,46.0
1,18.9
2,24.3
0,1.8
RW,45.0
1,19.0
2,25.1
0,1.7
RW,45.8
1,18.3
2,26.1
0,1.8
RW,46.2
1,18.8
2,26.1
0,1.8
RW,46.7
1,18.5
2,24.7
0,1.7
RW,44.9
1,20.0
2,24.1
0,1.7
RW,45.8
1,19.8
2,30.4
0,1.7
RW,51.9
1,13.4
2,24.8
0,1.7
RW,39.9
1,17.1
2,24.8
0,1.6
RW,43.5
1,18.8
2,24.0
0,1.8
RW,44.6
1,18.8
2,24.6
0,1.9
RW,45.3
1,18.7
2,24.6
0,1.7
RW,45.0
1,18.9
2,25.0
0,1.8
RW,45.7
1,20.9
2,25.8
0,1.7
RW,48.4
1,21.0
2,25.1
0,1.8
RW,47.9
1,18.1
2,24.6
0,2.0
RW,44.7
1,18.3
2,24.7
0,1.7
RW,44.7
1,19.4
2,25.5
0,1.7
RW,46.6
1,18.3
2,24.6
0,2.1
RW,45.0
1,14.4
2,25.4
0,1.8
RW,41.6
1,18.2
2,26.0
0,1.7
RW,45.9
1,17.8
2,26.7
0,2.0
RW,46.5
1,16.7
2,30.6
0,2.3
RW,49.6
1,13.4
2,25.5
0,1.9
RW,40.8
1,19.5
2,25.1
0,1.6
RW,46.2
1,19.9
2,25.4
0,1.9
RW,47.2
1,18.9
2,26.5
0,1.5
RW,46.9
1,18.5
2,25.8
0,1.6
RW,45.9
1,19.0
2,30.8
0,1.6
RW,51.4
1,13.3
2,25.5
0,2.2
RW,41.0
1,19.0
2,25.7
0,1.6
RW,46.3
1,17.7
2,25.0
0,1.7
RW,44.4
1,22.1
2,24.7
0,2.0
RW,48.8
1,18.3
2,25.7
0,1.6
RW,45.6
1,18.6
2,26.0
0,2.1
RW,46.7
1,18.7
2,25.6
0,1.6
RW,45.9
1,19.2
2,27.4
0,1.8
RW,48.4
1,18.3
2,26.9
0,2.0
RW,47.2
1,17.5
2,25.0
0,1.6
RW,44.1
1,18.7
2,25.3
0,1.9
RW,45.9
1,18.0
2,26.1
0,1.9
RW,46.0
1,17.9
2,25.8
0,1.9
RW,45.6
1,18.5
2,25.7
0,1.6
RW,45.8
1,19.2
2,24.4
0,1.5
RW,45.1
1,19.6
2,25.2
0,1.9
RW,46.7
1,19.7
2,25.3
0,1.8
RW,46.8
1,18.8
2,25.7
0,1.6
RW,46.1
1,19.0
2,25.6
0,1.7
RW,46.3
1,17.5
2,25.4
0,1.7
RW,44.6
1,18.5
2,28.8
0,1.7
RW,49.0
1,14.4
2,24.4
0,1.6
RW,40.4
1,18.7
2,24.9
0,1.7
RW,45.3
1,19.0
2,25.5
0,1.6
RW,46.1
1,18.6
2,24.4
0,1.8
RW,44.8
1,19.2
2,25.4
0,1.7
RW,46.3
1,18.6
2,25.7
0,2.1
RW,46.4
1,16.7
2,26.1
0,1.7
RW,44.5
1,18.0
2,24.5
0,1.6
RW,44.1
1,20.6
2,26.3
0,1.6
RW,48.5
1,18.1
2,25.1
0,1.7
RW,44.9
1,17.8
2,25.2
0,1.9
RW,44.9
1,18.6
2,23.9
0,1.5
RW,44.0
1,19.1
2,24.2
0,1.7
RW,45.0
1,19.6
2,24.1
0,1.7
RW,45.4
1,19.9
2,24.8
0,1.5
RW,46.2
1,14.3
2,25.2
0,1.7
RW,41.2
1,18.7
2,23.5
0,1.5
RW,43.7
1,24.0
2,25.0
0,1.5
RW,50.5
1,19.7
2,25.8
0,2.4
RW,47.9
1,17.5
2,25.6
0,2.1
RW,45.2
1,17.9
2,25.1
0,1.9
RW,44.9
1,17.3
2,25.9
0,1.7
RW,44.9
1,18.5
2,31.1
0,1.8
RW,51.4
1,13.2
2,24.7
0,1.7
RW,39.6
1,18.4
2,26.8
0,2.3
RW,47.5
1,16.7
2,26.0
0,1.7
RW,44.4
1,18.5
2,25.9
0,1.7
RW,46.1
1,18.6
2,26.5
0,1.5
RW,46.6
1,15.3
2,25.5
0,1.9
RW,42.7
1,19.9
2,25.2
0,1.8
RW,46.9
1,19.5
2,25.7
0,1.7
RW,46.9
1,19.0
2,26.0
0,1.7
RW,46.7
1,17.8
2,24.9
0,2.1
RW,44.8
1,17.8
2,25.7
0,2.1
RW,45.6
1,18.1
2,24.8
0,1.6
RW,44.5
1,17.9
2,24.6
0,1.7
RW,44.2
1,19.3
2,24.4
0,1.6
RW,45.3
1,18.8
2,25.8
0,2.0
RW,46.6
1,17.7
2,25.1
0,1.6
RW,44.4
1,16.9
2,24.9
0,1.8
RW,43.6
1,18.7
2,26.0
0,1.8
RW,46.5
1,18.2
2,24.6
0,1.6
RW,44.4
1,19.9
2,25.1
0,1.5
RW,46.5
1,19.2
2,25.6
0,2.1
RW,46.9
1,17.7
2,28.6
0,2.0
RW,48.3
1,14.3
2,25.1
0,1.8
RW,41.2
1,19.8
2,25.7
0,1.7
RW,47.2
1,19.0
2,25.1
0,1.5
RW,45.6
1,19.7
2,25.1
0,1.7
RW,46.5
1,19.8
2,24.1
0,1.8
RW,45.7
1,14.7
2,25.0
0,1.9
RW,41.6
1,17.9
2,25.2
0,1.7
RW,44.8
1,18.6
2,26.5
0,1.3
RW,46.4
1,17.4
2,24.9
0,1.7
RW,44.0
1,19.1
2,25.5
0,1.8
RW,46.4
1,18.9
2,25.5
0,1.5
RW,45.9
1,18.4
2,26.0
0,1.7
RW,46.1
1,17.9
2,25.7
0,1.9
RW,45.5
1,18.4
2,25.5
0,1.7
RW,45.6
1,17.4
2,24.6
0,1.6
RW,43.6
1,20.2
2,24.8
0,1.8
RW,46.8
1,18.4
2,24.6
0,1.6
RW,44.6
1,18.2
2,24.6
0,1.5
RW,44.3
1,20.4
2,25.3
0,1.9
RW,47.6
1,19.5
2,25.2
0,2.1
RW,46.8
1,18.3
2,29.7
0,1.7
RW,49.7
1,14.8
2,25.9
0,2.3
RW,43.0
1,18.1
2,25.9
0,1.6
RW,45.6
1,18.2
2,25.2
0,1.6
RW,45.0
1,19.1
2,25.3
0,1.7
RW,46.1
1,17.6
2,26.4
0,2.1
RW,46.1
1,17.3
2,24.9
0,1.7
RW,43.9
1,14.4
2,25.3
0,1.9
RW,41.6
1,18.8
2,25.6
0,2.0
RW,46.4
1,17.6
2,26.3
0,1.9
RW,45.8
1,18.3
2,25.4
0,1.8
RW,45.5
1,18.1
2,25.0
0,1.7
RW,44.8
1,19.0
2,26.6
0,1.8
RW,47.4
1,17.1
2,25.9
0,1.7
RW,44.7
1,18.1
2,25.7
0,2.0
RW,45.8
1,18.1
2,24.4
0,1.6
RW,44.1
1,20.5
2,25.4
0,1.6
RW,47.5
1,19.0
2,25.9
0,1.8
RW,46.7
1,15.0
2,25.9
0,1.8
RW,42.7
1,18.0
2,25.5
0,1.6
RW,45.1
1,18.1
2,25.0
0,2.1
RW,45.2
1,18.3
2,25.4
0,1.6
RW,45.3
1,18.9
2,25.5
0,2.3
RW,46.7
1,18.0
2,31.6
0,1.8
RW,51.4
1,11.8
2,25.7
0,1.6
RW,39.1
1,18.6
2,26.3
0,2.1
RW,47.0
1,18.6
2,25.6
0,2.0
RW,46.2
1,17.8
2,25.7
0,1.8
RW,45.3
1,18.1
2,25.0
0,1.5
RW,44.6
1,15.6
2,25.8
0,2.2
RW,43.6
1,17.6
2,25.4
0,1.6
RW,44.6
1,18.9
2,24.8
0,2.3
RW,46.0
1,19.0
2,25.3
0,1.7
RW,46.0
1,18.3
2,25.6
0,1.7
RW,45.6
1,18.6
2,26.1
0,2.0
RW,46.7
1,17.7
2,25.0
0,2.2
RW,44.9
1,17.8
2,25.3
0,1.6
RW,44.7
1,18.8
2,24.4
0,1.6
RW,44.8
1,18.9
2,25.1
0,1.8
RW,45.8
1,20.3
2,25.1
0,1.8
RW,47.2
1,16.4
2,25.6
0,1.5
RW,43.5
1,19.1
2,25.4
0,1.9
RW,46.4
1,18.6
2,26.1
0,1.7
RW,46.4
1,18.6
2,25.5
0,1.8
RW,45.9
1,18.7
2,30.5
0,1.8
RW,51.0
1,13.4
2,26.1
0,1.9
RW,41.4
1,18.2
2,24.9
0,1.8
RW,44.9
1,18.9
2,24.7
0,1.6
RW,45.2
1,20.0
2,25.2
0,1.6
RW,46.8
1,18.7
2,25.1
0,1.6
RW,45.4
1,17.3
2,24.7
0,1.6
RW,43.6
1,15.0
2,25.7
0,1.6
RW,42.3
1,18.0
2,24.4
0,2.2
RW,44.6
1,19.0
2,25.6
0,2.0
RW,46.6
1,19.2
2,24.5
0,1.7
RW,45.4
1,18.4
2,26.4
0,1.5
RW,46.3
1,19.2
2,25.8
0,1.7
RW,46.7
1,18.9
2,24.9
0,1.6
RW,45.4
1,19.2
2,26.7
0,2.2
RW,48.1
1,17.7
2,27.0
0,2.1
RW,46.8
1,15.9
2,25.0
0,1.8
RW,42.7
1,18.7
2,25.4
0,1.6
RW,45.7
1,14.4
2,24.6
0,1.5
RW,40.5
1,20.0
2,24.8
0,1.9
RW,46.7
1,20.4
2,25.4
0,1.8
RW,47.6
1,18.6
2,25.2
0,1.8
RW,45.6
1,20.2
2,31.9
0,1.7
RW,53.8
1,12.4
2,25.9
0,1.7
RW,40.0
1,19.3
2,25.9
0,1.6
RW,46.8
1,18.6
2,24.8
0,1.5
RW,44.9
1,19.5
2,25.7
0,2.1
RW,47.3
1,18.1
2,25.4
0,2.1
RW,45.6
1,19.4
2,25.5
0,1.6
RW,46.5
1,17.9
2,25.6
0,2.1
RW,45.6
1,17.7
2,26.2
0,1.6
RW,45.5
1,18.3
2,26.0
0,1.2
RW,45.5
1,17.6
2,26.4
0,2.1
RW,46.1
1,17.5
2,25.8
0,1.8
RW,45.1
1,16.9
2,24.8
0,1.7
RW,43.4
1,18.7
2,25.4
0,1.6
RW,45.7
1,17.6
2,25.0
0,1.7
RW,44.3
1,18.2
2,24.4
0,1.6
RW,44.2
1,17.6
2,24.5
0,1.5
RW,43.6
1,18.9
2,24.0
0,1.6
RW,44.5
1,15.7
2,24.9
0,1.7
RW,42.3
1,19.5
2,25.6
0,1.7
RW,46.8
1,17.7
2,25.1
0,1.7
RW,44.5
